Domain,Authors,Year,Title,Venue,VenueType,Citation,ResearchQuestion,SpaceTask,DependentMeasurePrimary,Scale,FoR,FoR_In_Task,PerformanceIfRestrictedFoR,Discussion_Notes,CoderName,PublishingLanguage,StudyNumber,TaskID,Country,SpecificLocation,LocationNotes,UrbanRural,UrbanRuralCertainty,Language,LanguageNotes,WALSCode,ISOCode,GlottologCode,CulturalGroup,CulturalGroupNotes,OverallNotes,PrivateNotes,GroupSampleSize,StudySampleSize,RepeatedParticipantsWithinStudy,FunRating
Space,"Mishra, Dasen, Niraula",2003,"Ecology, language, and performance on spatial cognitive tasks",International Journal of Psychology,Journal,"Mishra, R. C., Dasen, P. R., Niraula, S. (2003). Ecology, language, and performance on spatial cognitive tasks. International Journal of Psychology, 38 (6), 366-383.",How do differences in culture and environment between Nepal and India impact preferences for specific FoR,"Spatial cognitive development tasks: 1) Participants recall objects placed along a tabletop route after 180 degree rotation (Route memory); 2) Participants place a doll on a tabletop landscape after 180 degree rotation and based on memory (Rotation of landscapes); 3) Participants draw the level of water of an imaginary bottle in different positions (Horizontality); 4) Participants describe a display from the viewpoint of the experimenter, match a picture to another's viewpoint, and match a viewpoint to the picture",Object Placement + LanguageProductionWritten + LanguageProductionSpoken,small,allo,ego/allo,,"""the spatial cognitive development factor score correlates significantly with use of geocentric language in all three samples""",Star-Lack,English,1,e,India,Varanasi,Old city,urbanl,3,Hindi,,hin,,,children ages 4-14,"89 boys, 89 girls; also considered schooling",,,178,545,178,
Space,"Mishra, Dasen, Niraula",2003,"Ecology, language, and performance on spatial cognitive tasks",International Journal of Psychology,Journal,"Mishra, R. C., Dasen, P. R., Niraula, S. (2003). Ecology, language, and performance on spatial cognitive tasks. International Journal of Psychology, 38 (6), 366-383.",How do differences in culture and environment between Nepal and India impact preferences for specific FoR,"Spatial cognitive development tasks: 1) Participants recall objects placed along a tabletop route after 180 degree rotation (Route memory); 2) Participants place a doll on a tabletop landscape after 180 degree rotation and based on memory (Rotation of landscapes); 3) Participants draw the level of water of an imaginary bottle in different positions (Horizontality); 4) Participants describe a display from the viewpoint of the experimenter, match a picture to another's viewpoint, and match a viewpoint to the picture",Object Placement + LanguageProductionWritten + LanguageProductionSpoken,small,allo,ego/allo,,"""the spatial cognitive development factor score correlates significantly with use of geocentric language in all three samples""",Star-Lack,English,1,e,Nepal,Bhimeshwor,Himalayan slope,rural,3,Nepali,,nep,,,children ages 4-14,"90 boys, 86 girls; also considered schooling",,,176,545,176,
Space,"Mishra, Singh, Dasen",2009,Geocentric dead reckoning in Sanskrit- and Hindi-medium school children,Culture & Psychology,Journal,"Mishra, R. C., Singh, S., & Dasen, P. R. (2013). Development of spatial language and cognition in Hindi-and Sanskrit-medium schools. Psychological Studies, 58(4), 446-455.",How do children who predominantly use a geocentric FoR perform on dead reckoning tasks in unfamiliar environments,Partipants performed a route description task and dead reckoning task after being disoriented and taken to another room,LanguageProductionSpoken,large,allo,allo,good,"Sanskrit participants performed significantly better than Hindi participants, but both still had high performance",Star-Lack,English,1,,India,Varanasi,,urbanl,3,Hindi,Test language inferred from Mishra & Jha (2018),hin,,,school children,"Sanskrit-medium school, only boy participants",,,24,51,0,
Space,"Mishra, Singh, Dasen",2009,Geocentric dead reckoning in Sanskrit- and Hindi-medium school children,Culture & Psychology,Journal,"Mishra, R. C., Singh, S., & Dasen, P. R. (2013). Development of spatial language and cognition in Hindi-and Sanskrit-medium schools. Psychological Studies, 58(4), 446-455.",How do children who predominantly use a geocentric FoR perform on dead reckoning tasks in unfamiliar environments,Partipants performed a route description task and dead reckoning task after being disoriented and taken to another room,LanguageProductionSpoken,large,allo,allo,good,"Sanskrit participants performed significantly better than Hindi participants, but both still had high performance",Star-Lack,English,1,,India,Varanasi,,urbanl,3,Hindi,Test language inferred from Mishra & Jha (2018),hin,,,school children,"Hindi-medium school, 2 boys, 25 girls",,,27,51,0,
Space,"Mou, McNamara, Rump, Xiao",2006,Roles of egocentric and allocentric spatial representations in locomotion and reorientation,"Journal of Experimental Psychology: Learning, Memory, Cognition",Journal,"Mou, W., McNamara, T., Rump, B., Xiao, C. (2006). Roles of egocentric and allocentric spatial representations in locomotion and reorientation. Journal of Experimental Psychology: Learning, Memory, and Cognition, 32 (6), 1274-1290.",What FoRs are preferred after reorienation and disorientation,"Blindfolded participants pointed to the location of objects after memorizing a regular layout of items in baseline, locomotion, and disorientation conditions",GesturePrompted,small,allo,ego/allo,,Most participants took the learning heading as their subjective heading,Star-Lack,English,1,,China,Beijing,,urbanl,3,Mandarin,,mnd,,,students,"10 men, 10 women",Testing country and language acquired from personal communication,Testing country and language acquired from personal communication with Dr. Mou,20,20,0,
Space,"Mou, McNamara, Rump, Xiao",2006,Roles of egocentric and allocentric spatial representations in locomotion and reorientation,"Journal of Experimental Psychology: Learning, Memory, Cognition",Journal,"Mou, W., McNamara, T., Rump, B., Xiao, C. (2006). Roles of egocentric and allocentric spatial representations in locomotion and reorientation. Journal of Experimental Psychology: Learning, Memory, and Cognition, 32 (6), 1274-1290.",What FoRs are preferred after reorienation and disorientation,"Blindfolded participants pointed to the location of objects from the viewpoint of a misaligned heading after memorizing a regular layout of items in baseline, locomotion, and disorientation conditions",GesturePrompted,small,both,ego/allo,,Participants took the learning heading and named heading,Star-Lack,English,2,,China,Beijing,,urbanl,3,Mandarin,,mnd,,,students,"10 men, 10 women",Testing country and language acquired from personal communication,Testing country and language acquired from personal communication with Dr. Mou,20,20,0,
Space,"Mou, McNamara, Rump, Xiao",2006,Roles of egocentric and allocentric spatial representations in locomotion and reorientation,"Journal of Experimental Psychology: Learning, Memory, Cognition",Journal,"Mou, W., McNamara, T., Rump, B., Xiao, C. (2006). Roles of egocentric and allocentric spatial representations in locomotion and reorientation. Journal of Experimental Psychology: Learning, Memory, and Cognition, 32 (6), 1274-1290.",What FoRs are preferred after reorienation and disorientation,"Blindfolded participants pointed to the location of objects after learning an irregular array in baseline, locomotion, and disorientation conditions",GesturePrompted,small,both,ego/allo,,Participants took both the learning heading as well as other headings,Star-Lack,English,3,,China,Beijing,,urbanl,3,Mandarin,,mnd,,,students,"20 men, 20 women",Testing country and language acquired from personal communication,Testing country and language acquired from personal communication with Dr. Mou,40,40,0,
Space,"Mou, McNamara, Rump, Xiao",2006,Roles of egocentric and allocentric spatial representations in locomotion and reorientation,"Journal of Experimental Psychology: Learning, Memory, Cognition",Journal,"Mou, W., McNamara, T., Rump, B., Xiao, C. (2006). Roles of egocentric and allocentric spatial representations in locomotion and reorientation. Journal of Experimental Psychology: Learning, Memory, and Cognition, 32 (6), 1274-1290.",What FoRs are preferred after reorienation and disorientation,"Blindfolded participants pointed to the location of objects after learning an irregular array and turned to face a specific direction in baseline, locomotion, and disorientation conditions",GesturePrompted,small,ego,ego,good,,Star-Lack,English,4,,China,Beijing,,urbanl,3,Mandarin,,mnd,,,students,"20 men, 20 women",Testing country and language acquired from personal communication,Testing country and language acquired from personal communication with Dr. Mou,40,40,0,
Space,Nikitina,2018,Frames of reference in discourse: Spatial descriptions in Bashkir (Turkic),Cognitive Linguistics,Journal,"Nikitina, Tatiana. ""Frames of reference in discourse: Spatial descriptions in Bashkir (Turkic) "" Cognitive Linguistics, vol. 29, no. 3, 2018, pp. 495-544. ",What spatial FoRs are preferred by speakers of Bashkir?,"In pairs, one participant described the spatial relationships of a ball and chair in a photo in order for their partner to match their images (ball & chair task.)",LanguageProductionSpoken,small,both,ego/allo,,"In sum, the data from Bashkir descriptions shows massive ambiguity: the majority of descriptions are compatible with two different frames of reference. The two alternative mappings, in particular, lead to ambiguities not attested in European languages where only one (the function-based) mapping is associated with the intrinsic frame. The only frame of reference that was reliably used by all 12 speakers was the intrinsic frame with a function-based mapping, however all participants used relative FoR at least once and most used the intrinsic shape-based 2 or more times. FRONT/BACK terms were used intrinsically 79% & relatively 21% but LEFT/RIGHT terms were used intrinsically 55% & relatively 45%. ",Ortega,English,1,a,Russia,"Rakhmetovo, Republic of Bashkortostan, Russia",,rural,2,Bashkir,,bsk,,,"Rakhmetovo native adults, all to some extent Bashkir-Russian bilingual","Six pairs of speakers (5 men and 7 women), aged 18 to 47. In five of the pairs the participants were of the same gender, and one pair was mixed. In four of the pairs the participants were of approximately the same age, and in two pairs an older participants (over 40) was matched with a younger one (under 25). All participants were natives of the village and did not spend much time outside it. All were to some extent bilingual with Russian",,,12,12,0,
Space,Nikitina,2018,Frames of reference in discourse: Spatial descriptions in Bashkir (Turkic),Cognitive Linguistics,Journal,"Nikitina, Tatiana. ""Frames of reference in discourse: Spatial descriptions in Bashkir (Turkic) "" Cognitive Linguistics, vol. 29, no. 3, 2018, pp. 495-544. ",What spatial FoRs are preferred by speakers of Bashkir?,"Participants arranged figurines as they remember after turning 180 degrees (""Animals in a Row"" task.) ",ObjectPlacement,small,allo,ego/allo,,"Briefly, the second experiment comprised a recall memory task involving spatial configurations. The participants were asked to memorize a lineup of toys and reproduce it while facing a different direction. It focussed on ego and geocentric FoR. The results show that participants consistently used the gocentric FoR while performing the task, hence why I said allo. Participants relied on cardinal directions instead  of their own perspective through left and right symetry.",ALfonso,English,1,b,Russia,"Rakhmetovo, Republic of Bashkortostan, Russia",,rural,2,Bashkir,,bsk,,,"Rakhmetovo native adults, all to some extent Bashkir-Russian bilingual","Six pairs of speakers (5 men and 7 women), aged 18 to 47. In five of the pairs the participants were of the same gender, and one pair was mixed. In four of the pairs the participants were of approximately the same age, and in two pairs an older participants (over 40) was matched with a younger one (under 25). All participants were natives of the village and did not spend much time outside it. All were to some extent bilingual with Russian",,,12,12,12,
Space,"Núñez, Celik, Nakagawa",2019,Absolute spatial frames of reference in bilingual speakers of endangered Ryukyuan languages: an assessment via a novel gesture elicitiaton paradigm,Proceedings of the 41st Annual Conference of the Cognitive Science Society,Conference,"Núñez, R., Celik, K., & Nakagawa, N. (2019). Absolute Spatial Frames of Reference in Bilingual Speakers of Endangered Ryukyuan Languages: An Assessment via a Novel Gesture Elicitation Paradigm. In A.K. Goel, C.M. Seifert, & C. Freksa (Eds.), Proceedings of the 41st Annual Conference of the Cognitive Science Society (pp. 890-896). Cognitive Science Society.",How do the gestures of bilingual speakers of egocentric and allocentric languages reflect preferences for specific FoRs,"Participants viewed a live dynamic event, then were rotated 180 degrees and asked to describe the event",GestureSpontaneous,small,allo,ego/allo,,Significant cross-linguistic difference between groups' FoR preference in gesture,Star-Lack,English,1,,Japan,Miyako Islands,,urbans,2,Miyako,,,mvi,,Elderly bilingual speakers,"5 men, 10 women",,,15,38,0,
Space,"Núñez, Celik, Nakagawa",2019,Absolute spatial frames of reference in bilingual speakers of endangered Ryukyuan languages: an assessment via a novel gesture elicitiaton paradigm,Proceedings of the 41st Annual Conference of the Cognitive Science Society,Conference,"Núñez, R., Celik, K., & Nakagawa, N. (2019). Absolute Spatial Frames of Reference in Bilingual Speakers of Endangered Ryukyuan Languages: An Assessment via a Novel Gesture Elicitation Paradigm. In A.K. Goel, C.M. Seifert, & C. Freksa (Eds.), Proceedings of the 41st Annual Conference of the Cognitive Science Society (pp. 890-896). Cognitive Science Society.",How do the gestures of bilingual speakers of egocentric and allocentric languages reflect preferences for specific FoRs,"Participants viewed a live dynamic event, then were rotated 180 degrees and asked to describe the event",GestureSpontaneous,small,allo,ego/allo,,Significant cross-linguistic difference between groups' FoR preference in gesture,Star-Lack,English,1,,Japan,"Shiraho, Ishigaki Island",,rural,2,Shiraho,,,,shir1262,Elderly bilingual speakers,"3 men, 5 women",,,8,38,0,
Space,"Núñez, Celik, Nakagawa",2019,Absolute spatial frames of reference in bilingual speakers of endangered Ryukyuan languages: an assessment via a novel gesture elicitiaton paradigm,Proceedings of the 41st Annual Conference of the Cognitive Science Society,Conference,"Núñez, R., Celik, K., & Nakagawa, N. (2019). Absolute Spatial Frames of Reference in Bilingual Speakers of Endangered Ryukyuan Languages: An Assessment via a Novel Gesture Elicitation Paradigm. In A.K. Goel, C.M. Seifert, & C. Freksa (Eds.), Proceedings of the 41st Annual Conference of the Cognitive Science Society (pp. 890-896). Cognitive Science Society.",How do the gestures of bilingual speakers of egocentric and allocentric languages reflect preferences for specific FoRs,"Participants viewed a live dynamic event, then were rotated 180 degrees and asked to describe the event",GestureSpontaneous,small,ego,ego/allo,,Significant cross-linguistic difference between groups' FoR preference in gesture,Star-Lack,English,1,,Japan,"Tokyo, Japan",,urbanl,3,Japanese,,jpn,,,Elderly native speakers,"8 men, 7 women",,,15,38,0,
Space,O'Meara,2011,Spatial frames of reference in Seri,Language Sciences,Journal,"O’Meara, C. (2011). Spatial frames of reference in Seri. Language Sciences, 33(6), 1025-1046.",What spatial FoRs are preferred by speakers of Seri,Pairs of participants describe the orientation of a ball and chair (B&C task) to idenitfy matching pictures,LanguageProductionSpoken,small,allo,ego/allo,,Participants preferred topological and direct FoRs to describe the location of the ball and predominantly preferred the direct and landmark-based FoRs to descrip the orientation of the chain,Star-Lack,English,1,,Mexico,"Sonora, Mexico",,rural,2,Seri,,ser,,,Native speakers,"2 men, 8 women",Also found that almost exclusively older participants used the absolute FoR,,10,10,0,
Space,"Pederson, Danziger, Wilkins, Levinson, Kita, Senft",1998,Semantic typology and spatial conceptualization,Language,Journal,"Pederson, E., Danziger, E., Wilkins, D. P., Levinson, S. C., Kita, S., Senft, G. (1998). Semantic typology and spatial conceptualization. Language, 74(3), 557-589.",Does FoR preference differ cross-culturally,"Participants completed the ""Animals-In-a-Row"" task with 180 degree rotation",ObjectPlacement,small,ego,ego/allo,,Significant cross-cultural difference between groups' FoR preference and usage,Star-Lack,English,1,,Netherlands,"Nijmegen, Netherlands",,urbanl,3,Dutch,,dut,,,,,Testing country acquired from personal communication,Testing country acquired from personal communication with Dr. Pederson,40,115,0,
Space,"Pederson, Danziger, Wilkins, Levinson, Kita, Senft",1998,Semantic typology and spatial conceptualization,Language,Journal,"Pederson, E., Danziger, E., Wilkins, D. P., Levinson, S. C., Kita, S., Senft, G. (1998). Semantic typology and spatial conceptualization. Language, 74(3), 557-589.",Does FoR preference differ cross-culturally,"Participants completed the ""Animals-In-a-Row"" task with 180 degree rotation",ObjectPlacement,small,ego,ego/allo,,Significant cross-cultural difference between groups' FoR preference and usage,Star-Lack,English,1,,Japan,"Tokyo, Japan",,urbanl,3,Japanese,,jpn,,,,,Testing country acquired from personal communication,Testing country acquired from personal communication with Dr. Pederson,16,115,0,
Space,"Pederson, Danziger, Wilkins, Levinson, Kita, Senft",1998,Semantic typology and spatial conceptualization,Language,Journal,"Pederson, E., Danziger, E., Wilkins, D. P., Levinson, S. C., Kita, S., Senft, G. (1998). Semantic typology and spatial conceptualization. Language, 74(3), 557-589.",Does FoR preference differ cross-culturally,"Participants completed the ""Animals-In-a-Row"" task with 180 degree rotation",ObjectPlacement,small,allo,ego/allo,,Significant cross-cultural difference between groups' FoR preference and usage,Star-Lack,English,1,,Mexico,"Chiapas, Mexico",,urbanl,3,Tzeltal,,tze,,,,,Testing country acquired from personal communication,Testing country acquired from personal communication with Dr. Pederson,27,115,0,
Space,"Pederson, Danziger, Wilkins, Levinson, Kita, Senft",1998,Semantic typology and spatial conceptualization,Language,Journal,"Pederson, E., Danziger, E., Wilkins, D. P., Levinson, S. C., Kita, S., Senft, G. (1998). Semantic typology and spatial conceptualization. Language, 74(3), 557-589.",Does FoR preference differ cross-culturally,"Participants completed the ""Animals-In-a-Row"" task with 180 degree rotation",ObjectPlacement,small,allo,ego/allo,,Significant cross-cultural difference between groups' FoR preference and usage,Star-Lack,English,1,,Australia,"Alice Springs, Australia",,urbans,3,Arrernte,Paper does not specify specific dialect,,,arran1267,,,Testing country acquired from personal communication,Testing country acquired from personal communication with Dr. Pederson,16,115,0,
Space,"Pederson, Danziger, Wilkins, Levinson, Kita, Senft",1998,Semantic typology and spatial conceptualization,Language,Journal,"Pederson, E., Danziger, E., Wilkins, D. P., Levinson, S. C., Kita, S., Senft, G. (1998). Semantic typology and spatial conceptualization. Language, 74(3), 557-589.",Does FoR preference differ cross-culturally,"Participants completed the ""Animals-In-a-Row"" task with 180 degree rotation",ObjectPlacement,small,allo,ego/allo,,Significant cross-cultural difference between groups' FoR preference and usage,Star-Lack,English,1,,Solomon Islands,"Guadalcanal, Solomon Islands",,urbans,2,Longgu,,lgu,,,,,Testing country acquired from personal communication,Testing country acquired from personal communication with Dr. Pederson,16,115,0,
Space,"Pitt, Carstensen, Gibson, Piantadosi",2021,Variation in spatial concepts: Different frames of reference on different axes,Proceedings of the Annual Meeting of the Cognitive Science Society,Journal,"Pitt, B., Carstensen, A., Gibson, E., & Piantadosi, S. (2021). Variation in spatial concepts: Different frames of reference on different axes. Proceedings of the Annual Meeting of the Cognitive Science Society, 43.",How does FoR use vary across the lateral and sagittal spatial axes?,"5 cups are in a straight line. The researcher touches a single cup, then the participants touches it as well. After 180 degree flip the participant must touch a cup in the same position on another table. Trials are done with the cups aligned laterally and sagittally for all participants. Order of trials were counterbalanced. This line is dedicated to lateral trials. (adapted from ""chips"" task, Levinson) (Identification Task) ",ForcedChoiceMemory,small,allo,ego/allo,,"Participants’ responses were overwhelmingly allocentric on the lateral axis (71.3% allocentric; χ 2 = 20.04; p < .0001). However, this pattern reversed on the sagittal axis, where participants gave overwhelmingly egocentric responses (75.86% egocentric; χ 2 = 30.01; p < .0001). Participants correctly identified the middle cup 92.5% of the time indicating clear understanding of the task.",Ortega,English,1,a,Bolivia,Western Bolivian Amazon,,rural,3,Chimane,,,cas,mose1294,"Tsimane’ adults, a group of farmer-foragers indigenous to the Bolivian Amazon","Tsimane’ adults aged 19-64, have little formal education, low levels of literacy, and have few cultural artifacts that emphasize left-right discrimination in industrialized cultures (e.g. cars, faucets.) ",,,30,30,0,
Space,"Pitt, Carstensen, Gibson, Piantadosi",2021,Variation in spatial concepts: Different frames of reference on different axes,Proceedings of the Annual Meeting of the Cognitive Science Society,Journal,"Pitt, B., Carstensen, A., Gibson, E., & Piantadosi, S. (2021). Variation in spatial concepts: Different frames of reference on different axes. Proceedings of the Annual Meeting of the Cognitive Science Society, 43.",How does FoR use vary across the lateral and sagittal spatial axes?,"5 cups are in a straight line. The researcher touches a single cup, then the participants touches it as well. After 180 degree flip the participant must touch a cup in the same position on another table. Trials are done with the cups aligned laterally and sagittally for all participants. Order of trials were counterbalanced. This line is dedicated to sagittal trials. (adapted from ""chips"" task, Levinson) (Identification Task)",ForcedChoiceMemory,small,ego,ego/allo,,"Participants’ responses were overwhelmingly allocentric on the lateral axis (71.3% allocentric; χ 2 = 20.04; p < .0001). However, this pattern reversed on the sagittal axis, where participants gave overwhelmingly egocentric responses (75.86% egocentric; χ 2 = 30.01; p < .0001). Participants correctly identified the middle cup 92.5% of the time indicating clear understanding of the task.",Ortega,English,1,a,Bolivia,Western Bolivian Amazon,,rural,3,Chimane,,,cas,mose1294,"Tsimane’ adults, a group of farmer-foragers indigenous to the Bolivian Amazon","Tsimane’ adults aged 19-64, have little formal education, low levels of literacy, and have few cultural artifacts that emphasize left-right discrimination in industrialized cultures (e.g. cars, faucets.) ",,,30,30,0,
Space,"Pitt, Carstensen, Gibson, Piantadosi",2021,Variation in spatial concepts: Different frames of reference on different axes,Proceedings of the Annual Meeting of the Cognitive Science Society,Journal,"Pitt, B., Carstensen, A., Gibson, E., & Piantadosi, S. (2021). Variation in spatial concepts: Different frames of reference on different axes. Proceedings of the Annual Meeting of the Cognitive Science Society, 43.",How does FoR use vary across the lateral and sagittal spatial axes?,"Participants arranged objects as they remember after turning 180 degrees. Trials are done with objects aligned laterally and sagittally for all participants. Order of trials were counterbalanced. This line is dedicated to lateral trials. (adapted ""Animals in a Row"" task using objects with asymmetric fronts and backs.) (Reconstruction Task)",ObjectPlacement,small,both,ego/allo,,"On the lateral axis, participants gave more allocentric than egocentric responses, although this trend did not reach statistical significance (62.22% allocentric; χ 2 = 2.22; p = 0.14). On the sagittal axis, their responses were overwhelmingly egocentric (85.00% egocentric; χ 2 = 18.23; p = .0002).",Ortega,English,1,b,Bolivia,Western Bolivian Amazon,,rural,3,Chimane,,,cas,mose1294,"Tsimane’ adults, a group of farmer-foragers indigenous to the Bolivian Amazon","Tsimane’ adults aged 19-64, have little formal education, low levels of literacy, and have few cultural artifacts that emphasize left-right discrimination in industrialized cultures (e.g. cars, faucets.) ",,,25,30,25,
Space,"Pitt, Carstensen, Gibson, Piantadosi",2021,Variation in spatial concepts: Different frames of reference on different axes,Proceedings of the Annual Meeting of the Cognitive Science Society,Journal,"Pitt, B., Carstensen, A., Gibson, E., & Piantadosi, S. (2021). Variation in spatial concepts: Different frames of reference on different axes. Proceedings of the Annual Meeting of the Cognitive Science Society, 43.",How does FoR use vary across the lateral and sagittal spatial axes?,"Participants arranged objects as they remember after turning 180 degrees. Trials are done with objects aligned laterally and sagittally for all participants. Order of trials were counterbalanced. This line is dedicated to sagittal trials. (adapted ""Animals in a Row"" task using objects with asymmetric fronts and backs.) (Reconstruction Task)",ObjectPlacement,small,ego,ego/allo,,"On the lateral axis, participants gave more allocentric than egocentric responses, although this trend did not reach statistical significance (62.22% allocentric; χ 2 = 2.22; p = 0.14). On the sagittal axis, their responses were overwhelmingly egocentric (85.00% egocentric; χ 2 = 18.23; p = .0002).",Ortega,English,1,b,Bolivia,Western Bolivian Amazon,,rural,3,Chimane,,,cas,mose1294,"Tsimane’ adults, a group of farmer-foragers indigenous to the Bolivian Amazon","Tsimane’ adults aged 19-64, have little formal education, low levels of literacy, and have few cultural artifacts that emphasize left-right discrimination in industrialized cultures (e.g. cars, faucets.) ",,,25,30,25,
Space,"Polian, Bohnemeyer",2011,Uniformity and variation in Tseltal reference frame use,Language Sciences,Journal,"Polian, G. & Bohnemeyer, J. (2011). Uniformity and variation in Tseltal reference frame use. Language Sciences, 33(6), 868-891.",How do environmental factors contribute to allocentric FoRs in Tseltal and how are FoRs used,Pairs of participants describe the orientation of a ball and chair (B&C task) to idenitfy matching pictures,LanguageProductionSpoken,small,allo,ego/allo,,The most common forms of allo FoR used were geomorphic up/down and sunrise/sunset,Star-Lack,English,1,,Mexico,"Ch'ajkoma, Mexico",,rural,3,Tseltal,,tze,,,Adult native speakers,"varying sex, age, degree of bilingualism, and literacy level; 6 male, 4 female",,,10,10,0,
Space,"Polian, Bohnemeyer",2011,Uniformity and variation in Tseltal reference frame use,Language Sciences,Journal,"Polian, G. & Bohnemeyer, J. (2011). Uniformity and variation in Tseltal reference frame use. Language Sciences, 33(6), 868-891.",How do environmental factors contribute to allocentric FoRs in Tseltal and how are FoRs used,Pairs of participants describe the orientation of a ball and chair (B&C task) to idenitfy matching pictures,LanguageProductionSpoken,small,allo,ego/allo,,The most common forms of allo FoR used were landmarks and intrinsic; no absolute or geomorphic FoRs,Star-Lack,English,1,,Mexico,"Lum, Mexico",,urbans,2,Tseltal,,tze,,,Adult native speakers,"varying sex, age, degree of bilingualism, and literacy level; 2 male, 8 female",,,10,10,0,
Space,"Polian, Bohnemeyer",2011,Uniformity and variation in Tseltal reference frame use,Language Sciences,Journal,"Polian, G. & Bohnemeyer, J. (2011). Uniformity and variation in Tseltal reference frame use. Language Sciences, 33(6), 868-891.",How do environmental factors contribute to allocentric FoRs in Tseltal and how are FoRs used,Pairs of participants describe the orientation of a ball and chair (B&C task) to idenitfy matching pictures,LanguageProductionSpoken,small,allo,ego/allo,,The most common forms of allo FoR used were landmarks and intrinsic; some usage of absolute and geomorphic FoRs,Star-Lack,English,1,,Mexico,"Mesbilja, Mexico",,rural,3,Tseltal,,tze,,,Adult native speakers,"varying sex, age, degree of biliungalism, and literacy level; 6 male, 6 female",People might not habitually extend terms to smaller scale; local topography affects orientation of up/down axis,,12,12,0,
Space,Romero-Méndez,2011,Frames of reference and topological descriptions in Ayutla Mixe,Language Sciences,Journal,"Romero-Méndez, R. (2011). Frames of reference and topological descriptions in Ayutla Mixe. Language Sciences, 33(6), 915-942.",What spatial FoRs are preferred by speakers of Mixe languages,Pairs of participants describe the orientation of a ball and chair (B&C task) to idenitfy matching pictures,LanguageProductionSpoken,small,allo,ego/allo,,Landmark and intrinsic FoR most commonly used,Star-Lack,English,1,,Mexico,San Pedro y San Pablo Ayutla Mixes,,rural,3,Ayutla Mixe,,mxx,,,Adult bilingual speakers,"varying sex, age, and literacy level; 3 male, 7 female",AyMi speakers use most FoRs except geomorphic and absolute FoRs,,10,10,0,
Space,Sekine,2009,Changes in frame of reference use across the preschool years: a longitudinal study of the gestures and speech produced during route descriptions,Language and Cognitive Processes,Journal,"Sekine, K. (2009). Changes in frame of reference use across the preschool years: A longitudinal study of the gestures and speech produced during route descriptions. Language and Cognitive Processes, 24(2), 218-238.",How do spontaneous gestures indicating FoR develop in children?,Participants asked to describe route from home to the nursery,GestureSpontaneous,large,allo,ego/allo,,Children indicate direct route and refer to environment in gestures,Star-Lack,English,1,,Japan,"Tokyo, Japan",,urbanl,3,Japanese,,jpn,,,"preschoolers, age 4","8 male, 7 female",,,15,15,0,
Space,Sekine,2009,Changes in frame of reference use across the preschool years: a longitudinal study of the gestures and speech produced during route descriptions,Language and Cognitive Processes,Journal,"Sekine, K. (2009). Changes in frame of reference use across the preschool years: A longitudinal study of the gestures and speech produced during route descriptions. Language and Cognitive Processes, 24(2), 218-238.",How do spontaneous gestures indicating FoR develop in children?,Participants asked to describe route from home to the nursery,GestureSpontaneous,large,both,ego/allo,,Children describe route using both abstract and environmentally congruent gestures,Star-Lack,English,2,,Japan,"Tokyo, Japan",,urbanl,3,Japanese,,jpn,,,"preschoolers, age 5",,,,15,15,0,
Space,Sekine,2009,Changes in frame of reference use across the preschool years: a longitudinal study of the gestures and speech produced during route descriptions,Language and Cognitive Processes,Journal,"Sekine, K. (2009). Changes in frame of reference use across the preschool years: A longitudinal study of the gestures and speech produced during route descriptions. Language and Cognitive Processes, 24(2), 218-238.",How do spontaneous gestures indicating FoR develop in children?,Participants asked to describe route from home to the nursery,GestureSpontaneous,large,both,ego/allo,,Children primarily describe route using abstract environmental FoR gestures,Star-Lack,English,3,,Japan,"Tokyo, Japan",,urbanl,3,Japanese,,jpn,,,"preschoolers, age 6",,Unclear whether children fully understand absolute space though,,15,15,0,
Space,Senft,1994,Spatial reference in Kilivila: The Tinkertoy matching games–A case,Language and Linguistics in Melanesia,Journal,"Senft, G. (1994). Spatial reference in Kilivila: The Tinkertoy matching games–A case study. Language and Linguistic in Melanesia, 25, 55-93.",What spatial FoRs are preferred by speakers of Kilivila,Pairs of participants communicated and manipulated Tinkertoys to create an identical figure to the photo,LanguageProductionSpoken,small,both,ego/allo,,,Star-Lack,English,1,,Papua New Guinea,NA,,rural/urbans,2,Kilivila,,klv,,,Native speakers,"2 men, ages 25 and 27",,,2,2,0,
